week,sku_id,weekly_quantity,baseline_forecast
2025-12-09,SKU00001,3.0,0.0
2025-12-16,SKU00001,0.0,0.0
2025-12-23,SKU00001,0.0,0.0
2025-12-30,SKU00001,0.0,1.0
2025-01-07,SKU00002,7.0,5.0
2025-01-14,SKU00002,0.0,2.0
2025-01-21,SKU00002,0.0,3.0
2025-01-28,SKU00002,2.0,3.0
2025-02-04,SKU00002,0.0,0.0
2025-02-11,SKU00002,0.0,1.0
2025-02-18,SKU00002,2.0,0.0
2025-02-25,SKU00002,0.0,2.0
2025-03-04,SKU00002,2.0,0.0
2025-03-11,SKU00002,0.0,5.0
2025-03-18,SKU00002,6.0,1.0
2025-03-25,SKU00002,0.0,1.0
2025-04-01,SKU00002,0.0,6.0
2025-04-08,SKU00002,0.0,4.0
2025-04-15,SKU00002,0.0,6.0
2025-04-22,SKU00002,3.0,8.0
2025-04-29,SKU00002,2.0,5.0
2025-05-06,SKU00002,3.0,2.0
2025-05-13,SKU00002,5.0,2.0
2025-05-20,SKU00002,7.0,2.0
2025-05-27,SKU00002,0.0,5.0
2025-06-03,SKU00002,1.0,5.0
2025-06-10,SKU00002,1.0,2.0
2025-06-17,SKU00002,0.0,4.0
2025-06-24,SKU00002,4.0,6.0
2025-07-01,SKU00002,0.0,1.0
2025-07-08,SKU00002,4.0,0.0
2025-07-15,SKU00002,6.0,0.0
2025-07-22,SKU00002,4.0,0.0
2025-07-29,SKU00002,0.0,3.0
2025-08-05,SKU00002,0.0,0.0
2025-08-12,SKU00002,5.0,0.0
2025-08-19,SKU00002,5.0,3.0
2025-08-26,SKU00002,2.0,4.0
2025-09-02,SKU00002,0.0,2.0
2025-09-09,SKU00002,3.0,0.0
2025-09-16,SKU00002,3.0,2.0
2025-09-23,SKU00002,1.0,6.0
2025-09-30,SKU00002,3.0,3.0
2025-10-07,SKU00002,3.0,0.0
2025-10-14,SKU00002,2.0,5.0
2025-10-21,SKU00002,4.0,0.0
2025-10-28,SKU00002,5.0,4.0
2025-11-04,SKU00002,0.0,2.0
2025-11-11,SKU00002,0.0,2.0
2025-11-18,SKU00002,2.0,0.0
2025-11-25,SKU00002,0.0,2.0
2025-12-02,SKU00002,1.0,2.0
2025-12-09,SKU00002,4.0,4.0
2025-12-16,SKU00002,3.0,6.0
2025-12-23,SKU00002,2.0,3.0
2025-12-30,SKU00002,0.0,1.0
2025-01-07,SKU00003,0.0,0.0
2025-01-14,SKU00003,0.0,0.0
2025-01-21,SKU00003,0.0,0.0
2025-01-28,SKU00003,0.0,0.0
2025-02-04,SKU00003,0.0,0.0
2025-02-11,SKU00003,0.0,0.0
2025-02-18,SKU00003,0.0,0.0
2025-02-25,SKU00003,0.0,0.0
2025-03-04,SKU00003,0.0,0.0
2025-03-11,SKU00003,0.0,0.0
2025-03-18,SKU00003,0.0,0.0
2025-03-25,SKU00003,0.0,0.0
2025-04-01,SKU00003,0.0,0.0
2025-04-08,SKU00003,0.0,0.0
2025-04-15,SKU00003,0.0,0.0
2025-04-22,SKU00003,0.0,0.0
2025-04-29,SKU00003,0.0,0.0
2025-05-06,SKU00003,0.0,0.0
2025-05-13,SKU00003,0.0,0.0
2025-05-20,SKU00003,0.0,0.0
2025-05-27,SKU00003,0.0,0.0
2025-06-03,SKU00003,0.0,0.0
2025-06-10,SKU00003,0.0,0.0
2025-06-17,SKU00003,0.0,0.0
2025-06-24,SKU00003,0.0,0.0
2025-07-01,SKU00003,0.0,0.0
2025-07-08,SKU00003,0.0,0.0
2025-07-15,SKU00003,0.0,0.0
2025-07-22,SKU00003,0.0,0.0
2025-07-29,SKU00003,0.0,0.0
2025-08-05,SKU00003,0.0,0.0
2025-08-12,SKU00003,2.0,0.0
2025-08-19,SKU00003,0.0,0.0
2025-08-26,SKU00003,0.0,0.0
2025-09-02,SKU00003,1.0,0.0
2025-09-09,SKU00003,0.0,0.0
2025-09-16,SKU00003,0.0,0.0
2025-09-23,SKU00003,0.0,0.0
2025-09-30,SKU00003,0.0,0.0
2025-10-07,SKU00003,0.0,0.0
2025-10-14,SKU00003,0.0,0.0
2025-10-21,SKU00003,0.0,0.0
2025-10-28,SKU00003,1.0,0.0
2025-11-04,SKU00003,0.0,0.0
2025-11-11,SKU00003,0.0,0.0
2025-11-18,SKU00003,4.0,0.0
2025-11-25,SKU00003,0.0,0.0
2025-12-02,SKU00003,0.0,0.0
2025-12-09,SKU00003,0.0,0.0
2025-12-16,SKU00003,0.0,0.0
2025-12-23,SKU00003,0.0,0.0
2025-12-30,SKU00003,0.0,0.0
2025-01-07,SKU00004,0.0,0.0
2025-01-14,SKU00004,0.0,0.0
2025-01-21,SKU00004,0.0,0.0
2025-01-28,SKU00004,2.0,0.0
2025-02-04,SKU00004,0.0,0.0
2025-02-11,SKU00004,0.0,0.0
2025-02-18,SKU00004,0.0,0.0
2025-02-25,SKU00004,0.0,0.0
2025-03-04,SKU00004,0.0,1.0
2025-03-11,SKU00004,0.0,0.0
2025-03-18,SKU00004,0.0,0.0
2025-03-25,SKU00004,0.0,0.0
2025-04-01,SKU00004,0.0,0.0
2025-04-08,SKU00004,0.0,0.0
2025-04-15,SKU00004,0.0,0.0
2025-04-22,SKU00004,0.0,1.0
2025-04-29,SKU00004,0.0,0.0
2025-05-06,SKU00004,0.0,0.0
2025-05-13,SKU00004,4.0,0.0
2025-05-20,SKU00004,0.0,0.0
2025-05-27,SKU00004,0.0,0.0
2025-06-03,SKU00004,0.0,0.0
2025-06-10,SKU00004,0.0,0.0
2025-06-17,SKU00004,0.0,0.0
2025-06-24,SKU00004,0.0,0.0
2025-07-01,SKU00004,0.0,0.0
2025-07-08,SKU00004,0.0,0.0
2025-07-15,SKU00004,0.0,0.0
2025-07-22,SKU00004,0.0,0.0
2025-07-29,SKU00004,0.0,0.0
2025-08-05,SKU00004,0.0,0.0
2025-08-12,SKU00004,0.0,2.0
2025-08-19,SKU00004,0.0,1.0
2025-08-26,SKU00004,0.0,0.0
2025-09-02,SKU00004,0.0,0.0
2025-09-09,SKU00004,0.0,0.0
2025-09-16,SKU00004,0.0,0.0
2025-09-23,SKU00004,0.0,0.0
2025-09-30,SKU00004,0.0,0.0
2025-10-07,SKU00004,0.0,1.0
2025-10-14,SKU00004,0.0,0.0
2025-10-21,SKU00004,0.0,0.0
2025-10-28,SKU00004,0.0,1.0
2025-11-04,SKU00004,0.0,0.0
2025-11-11,SKU00004,0.0,0.0
2025-11-18,SKU00004,0.0,0.0
2025-11-25,SKU00004,0.0,0.0
2025-12-02,SKU00004,0.0,0.0
2025-12-09,SKU00004,0.0,1.0
2025-12-16,SKU00004,0.0,0.0
2025-12-23,SKU00004,0.0,0.0
2025-12-30,SKU00004,0.0,0.0
2025-01-07,SKU00005,0.0,0.0
2025-01-14,SKU00005,0.0,0.0
2025-01-21,SKU00005,0.0,0.0
2025-01-28,SKU00005,0.0,0.0
2025-02-04,SKU00005,3.0,0.0
2025-02-11,SKU00005,0.0,0.0
2025-02-18,SKU00005,0.0,0.0
2025-02-25,SKU00005,0.0,0.0
2025-03-04,SKU00005,0.0,0.0
2025-03-11,SKU00005,0.0,0.0
2025-03-18,SKU00005,1.0,0.0
2025-03-25,SKU00005,0.0,0.0
2025-04-01,SKU00005,2.0,0.0
2025-04-08,SKU00005,0.0,0.0
2025-04-15,SKU00005,0.0,0.0
2025-04-22,SKU00005,0.0,0.0
2025-04-29,SKU00005,0.0,0.0
2025-05-06,SKU00005,0.0,0.0
2025-05-13,SKU00005,0.0,0.0
2025-05-20,SKU00005,0.0,0.0
2025-05-27,SKU00005,0.0,0.0
2025-06-03,SKU00005,0.0,4.0
2025-06-10,SKU00005,0.0,0.0
2025-06-17,SKU00005,0.0,0.0
2025-06-24,SKU00005,0.0,0.0
2025-07-01,SKU00005,0.0,0.0
2025-07-08,SKU00005,0.0,0.0
2025-07-15,SKU00005,0.0,0.0
2025-07-22,SKU00005,0.0,0.0
2025-07-29,SKU00005,0.0,0.0
2025-08-05,SKU00005,0.0,0.0
2025-08-12,SKU00005,0.0,0.0
2025-08-19,SKU00005,0.0,0.0
2025-08-26,SKU00005,0.0,0.0
2025-09-02,SKU00005,2.0,0.0
2025-09-09,SKU00005,0.0,0.0
2025-09-16,SKU00005,0.0,0.0
2025-09-23,SKU00005,0.0,0.0
2025-09-30,SKU00005,0.0,0.0
2025-10-07,SKU00005,0.0,1.0
2025-10-14,SKU00005,0.0,0.0
2025-10-21,SKU00005,0.0,0.0
2025-10-28,SKU00005,0.0,0.0
2025-11-04,SKU00005,0.0,1.0
2025-11-11,SKU00005,0.0,0.0
2025-11-18,SKU00005,0.0,0.0
2025-11-25,SKU00005,1.0,1.0
2025-12-02,SKU00005,0.0,0.0
2025-12-09,SKU00005,0.0,0.0
2025-12-16,SKU00005,0.0,0.0
2025-12-23,SKU00005,0.0,0.0
2025-12-30,SKU00005,0.0,0.0
2025-01-07,SKU00006,0.0,0.0
2025-01-14,SKU00006,0.0,0.0
2025-01-21,SKU00006,0.0,0.0
2025-01-28,SKU00006,0.0,0.0
2025-02-04,SKU00006,2.0,0.0
2025-02-11,SKU00006,0.0,0.0
2025-02-18,SKU00006,0.0,0.0
2025-02-25,SKU00006,0.0,0.0
2025-03-04,SKU00006,0.0,0.0
2025-03-11,SKU00006,0.0,0.0
2025-03-18,SKU00006,0.0,0.0
2025-03-25,SKU00006,0.0,0.0
2025-04-01,SKU00006,0.0,0.0
2025-04-08,SKU00006,0.0,0.0
2025-04-15,SKU00006,0.0,1.0
2025-04-22,SKU00006,0.0,0.0
2025-04-29,SKU00006,0.0,5.0
2025-05-06,SKU00006,0.0,0.0
2025-05-13,SKU00006,0.0,0.0
2025-05-20,SKU00006,0.0,0.0
2025-05-27,SKU00006,0.0,0.0
2025-06-03,SKU00006,0.0,0.0
2025-06-10,SKU00006,0.0,0.0
2025-06-17,SKU00006,0.0,0.0
2025-06-24,SKU00006,0.0,0.0
2025-07-01,SKU00006,0.0,0.0
2025-07-08,SKU00006,0.0,0.0
2025-07-15,SKU00006,0.0,0.0
2025-07-22,SKU00006,0.0,0.0
2025-07-29,SKU00006,0.0,0.0
2025-08-05,SKU00006,0.0,0.0
2025-08-12,SKU00006,0.0,0.0
2025-08-19,SKU00006,4.0,0.0
2025-08-26,SKU00006,0.0,0.0
2025-09-02,SKU00006,0.0,0.0
2025-09-09,SKU00006,0.0,0.0
2025-09-16,SKU00006,0.0,0.0
2025-09-23,SKU00006,0.0,0.0
2025-09-30,SKU00006,0.0,0.0
2025-10-07,SKU00006,0.0,0.0
2025-10-14,SKU00006,0.0,0.0
2025-10-21,SKU00006,0.0,0.0
2025-10-28,SKU00006,0.0,0.0
2025-11-04,SKU00006,0.0,0.0
2025-11-11,SKU00006,0.0,0.0
2025-11-18,SKU00006,0.0,0.0
2025-11-25,SKU00006,0.0,0.0
2025-12-02,SKU00006,0.0,0.0
2025-12-09,SKU00006,0.0,0.0
2025-12-16,SKU00006,0.0,0.0
2025-12-23,SKU00006,0.0,0.0
2025-12-30,SKU00006,0.0,0.0
2025-01-07,SKU00007,0.0,0.0
2025-01-14,SKU00007,0.0,0.0
2025-01-21,SKU00007,2.0,0.0
2025-01-28,SKU00007,0.0,0.0
2025-02-04,SKU00007,0.0,0.0
2025-02-11,SKU00007,0.0,0.0
2025-02-18,SKU00007,0.0,0.0
2025-02-25,SKU00007,0.0,0.0
2025-03-04,SKU00007,0.0,0.0
2025-03-11,SKU00007,0.0,0.0
2025-03-18,SKU00007,0.0,0.0
2025-03-25,SKU00007,0.0,0.0
2025-04-01,SKU00007,0.0,0.0
2025-04-08,SKU00007,0.0,3.0
2025-04-15,SKU00007,0.0,0.0
2025-04-22,SKU00007,2.0,0.0
2025-04-29,SKU00007,0.0,0.0
2025-05-06,SKU00007,0.0,0.0
2025-05-13,SKU00007,0.0,0.0
2025-05-20,SKU00007,0.0,0.0
2025-05-27,SKU00007,1.0,3.0
2025-06-03,SKU00007,0.0,0.0
2025-06-10,SKU00007,0.0,0.0
2025-06-17,SKU00007,1.0,0.0
2025-06-24,SKU00007,0.0,0.0
2025-07-01,SKU00007,0.0,0.0
2025-07-08,SKU00007,0.0,0.0
2025-07-15,SKU00007,0.0,0.0
2025-07-22,SKU00007,3.0,0.0
2025-07-29,SKU00007,0.0,0.0
2025-08-05,SKU00007,0.0,0.0
2025-08-12,SKU00007,1.0,0.0
2025-08-19,SKU00007,7.0,1.0
2025-08-26,SKU00007,2.0,0.0
2025-09-02,SKU00007,0.0,0.0
2025-09-09,SKU00007,0.0,0.0
2025-09-16,SKU00007,0.0,0.0
2025-09-23,SKU00007,4.0,0.0
2025-09-30,SKU00007,0.0,0.0
2025-10-07,SKU00007,0.0,0.0
2025-10-14,SKU00007,0.0,0.0
2025-10-21,SKU00007,0.0,0.0
2025-10-28,SKU00007,0.0,0.0
2025-11-04,SKU00007,0.0,0.0
2025-11-11,SKU00007,0.0,4.0
2025-11-18,SKU00007,0.0,0.0
2025-11-25,SKU00007,0.0,0.0
2025-12-02,SKU00007,0.0,0.0
2025-12-09,SKU00007,0.0,3.0
2025-12-16,SKU00007,3.0,0.0
2025-12-23,SKU00007,0.0,0.0
2025-12-30,SKU00007,0.0,0.0
2025-01-07,SKU00008,0.0,0.0
2025-01-14,SKU00008,0.0,0.0
2025-01-21,SKU00008,0.0,0.0
2025-01-28,SKU00008,0.0,0.0
2025-02-04,SKU00008,0.0,0.0
2025-02-11,SKU00008,0.0,0.0
2025-02-18,SKU00008,0.0,0.0
2025-02-25,SKU00008,0.0,1.0
2025-03-04,SKU00008,0.0,0.0
2025-03-11,SKU00008,0.0,0.0
2025-03-18,SKU00008,0.0,0.0
2025-03-25,SKU00008,0.0,1.0
2025-04-01,SKU00008,0.0,0.0
2025-04-08,SKU00008,0.0,0.0
2025-04-15,SKU00008,0.0,0.0
2025-04-22,SKU00008,0.0,0.0
2025-04-29,SKU00008,0.0,0.0
2025-05-06,SKU00008,0.0,0.0
2025-05-13,SKU00008,0.0,0.0
2025-05-20,SKU00008,0.0,0.0
2025-05-27,SKU00008,0.0,0.0
2025-06-03,SKU00008,0.0,0.0
2025-06-10,SKU00008,0.0,0.0
2025-06-17,SKU00008,0.0,1.0
2025-06-24,SKU00008,0.0,0.0
2025-07-01,SKU00008,0.0,0.0
2025-07-08,SKU00008,0.0,0.0
2025-07-15,SKU00008,0.0,0.0
2025-07-22,SKU00008,0.0,0.0
2025-07-29,SKU00008,0.0,0.0
2025-08-05,SKU00008,0.0,0.0
2025-08-12,SKU00008,0.0,0.0
2025-08-19,SKU00008,0.0,0.0
2025-08-26,SKU00008,0.0,0.0
2025-09-02,SKU00008,0.0,0.0
2025-09-09,SKU00008,0.0,0.0
2025-09-16,SKU00008,0.0,0.0
2025-09-23,SKU00008,0.0,0.0
2025-09-30,SKU00008,0.0,0.0
2025-10-07,SKU00008,0.0,0.0
2025-10-14,SKU00008,0.0,0.0
2025-10-21,SKU00008,0.0,0.0
2025-10-28,SKU00008,0.0,0.0
2025-11-04,SKU00008,0.0,0.0
2025-11-11,SKU00008,0.0,0.0
2025-11-18,SKU00008,0.0,0.0
2025-11-25,SKU00008,0.0,2.0
2025-12-02,SKU00008,0.0,0.0
2025-12-09,SKU00008,0.0,0.0
2025-12-16,SKU00008,0.0,0.0
2025-12-23,SKU00008,0.0,0.0
2025-12-30,SKU00008,0.0,0.0
2025-01-07,SKU00009,0.0,0.0
2025-01-14,SKU00009,0.0,0.0
2025-01-21,SKU00009,0.0,0.0
2025-01-28,SKU00009,0.0,0.0
2025-02-04,SKU00009,0.0,0.0
2025-02-11,SKU00009,0.0,0.0
2025-02-18,SKU00009,0.0,0.0
2025-02-25,SKU00009,0.0,0.0
2025-03-04,SKU00009,0.0,0.0
2025-03-11,SKU00009,0.0,0.0
2025-03-18,SKU00009,0.0,0.0
2025-03-25,SKU00009,0.0,1.0
2025-04-01,SKU00009,0.0,0.0
2025-04-08,SKU00009,0.0,4.0
2025-04-15,SKU00009,0.0,0.0
2025-04-22,SKU00009,0.0,0.0
2025-04-29,SKU00009,0.0,0.0
2025-05-06,SKU00009,0.0,0.0
2025-05-13,SKU00009,0.0,0.0
2025-05-20,SKU00009,0.0,0.0
2025-05-27,SKU00009,0.0,0.0
2025-06-03,SKU00009,2.0,0.0
2025-06-10,SKU00009,0.0,0.0
2025-06-17,SKU00009,0.0,0.0
2025-06-24,SKU00009,1.0,0.0
2025-07-01,SKU00009,0.0,0.0
2025-07-08,SKU00009,0.0,0.0
2025-07-15,SKU00009,0.0,0.0
2025-07-22,SKU00009,0.0,0.0
2025-07-29,SKU00009,0.0,0.0
2025-08-05,SKU00009,0.0,0.0
2025-08-12,SKU00009,0.0,0.0
2025-08-19,SKU00009,0.0,0.0
2025-08-26,SKU00009,0.0,0.0
2025-09-02,SKU00009,0.0,1.0
2025-09-09,SKU00009,0.0,0.0
2025-09-16,SKU00009,0.0,0.0
2025-09-23,SKU00009,0.0,0.0
2025-09-30,SKU00009,0.0,0.0
2025-10-07,SKU00009,0.0,0.0
2025-10-14,SKU00009,0.0,0.0
2025-10-21,SKU00009,0.0,0.0
2025-10-28,SKU00009,0.0,0.0
2025-11-04,SKU00009,0.0,0.0
2025-11-11,SKU00009,0.0,2.0
2025-11-18,SKU00009,0.0,0.0
2025-11-25,SKU00009,0.0,0.0
2025-12-02,SKU00009,0.0,0.0
2025-12-09,SKU00009,0.0,0.0
2025-12-16,SKU00009,0.0,0.0
2025-12-23,SKU00009,0.0,0.0
2025-12-30,SKU00009,0.0,0.0
2025-01-07,SKU00010,0.0,0.0
2025-01-14,SKU00010,0.0,0.0
2025-01-21,SKU00010,0.0,0.0
2025-01-28,SKU00010,0.0,0.0
2025-02-04,SKU00010,0.0,0.0
2025-02-11,SKU00010,0.0,0.0
2025-02-18,SKU00010,0.0,0.0
2025-02-25,SKU00010,0.0,0.0
2025-03-04,SKU00010,2.0,0.0
2025-03-11,SKU00010,0.0,0.0
2025-03-18,SKU00010,0.0,0.0
2025-03-25,SKU00010,0.0,0.0
2025-04-01,SKU00010,0.0,0.0
2025-04-08,SKU00010,0.0,0.0
2025-04-15,SKU00010,0.0,0.0
2025-04-22,SKU00010,0.0,2.0
2025-04-29,SKU00010,0.0,0.0
2025-05-06,SKU00010,0.0,0.0
2025-05-13,SKU00010,0.0,0.0
2025-05-20,SKU00010,0.0,0.0
2025-05-27,SKU00010,2.0,0.0
2025-06-03,SKU00010,0.0,0.0
2025-06-10,SKU00010,0.0,0.0
2025-06-17,SKU00010,0.0,2.0
2025-06-24,SKU00010,0.0,0.0
2025-07-01,SKU00010,0.0,0.0
2025-07-08,SKU00010,0.0,0.0
2025-07-15,SKU00010,0.0,0.0
2025-07-22,SKU00010,0.0,0.0
2025-07-29,SKU00010,0.0,0.0
2025-08-05,SKU00010,0.0,0.0
2025-08-12,SKU00010,0.0,0.0
2025-08-19,SKU00010,0.0,1.0
2025-08-26,SKU00010,0.0,0.0
2025-09-02,SKU00010,0.0,0.0
2025-09-09,SKU00010,0.0,0.0
2025-09-16,SKU00010,0.0,0.0
2025-09-23,SKU00010,0.0,0.0
2025-09-30,SKU00010,0.0,0.0
2025-10-07,SKU00010,0.0,0.0
2025-10-14,SKU00010,0.0,2.0
2025-10-21,SKU00010,0.0,0.0
2025-10-28,SKU00010,0.0,0.0
2025-11-04,SKU00010,0.0,0.0
2025-11-11,SKU00010,0.0,0.0
2025-11-18,SKU00010,0.0,0.0
2025-11-25,SKU00010,0.0,0.0
2025-12-02,SKU00010,0.0,0.0
2025-12-09,SKU00010,0.0,0.0
2025-12-16,SKU00010,0.0,0.0
2025-12-23,SKU00010,0.0,0.0
2025-12-30,SKU00010,0.0,0.0
2025-01-07,SKU00011,0.0,0.0
2025-01-14,SKU00011,0.0,0.0
2025-01-21,SKU00011,0.0,0.0
2025-01-28,SKU00011,0.0,0.0
2025-02-04,SKU00011,0.0,0.0
2025-02-11,SKU00011,0.0,0.0
2025-02-18,SKU00011,0.0,0.0
2025-02-25,SKU00011,0.0,0.0
2025-03-04,SKU00011,3.0,0.0
2025-03-11,SKU00011,0.0,0.0
2025-03-18,SKU00011,0.0,0.0
2025-03-25,SKU00011,1.0,0.0
2025-04-01,SKU00011,0.0,0.0
2025-04-08,SKU00011,0.0,0.0
2025-04-15,SKU00011,0.0,0.0
2025-04-22,SKU00011,0.0,0.0
2025-04-29,SKU00011,0.0,0.0
2025-05-06,SKU00011,0.0,0.0
2025-05-13,SKU00011,0.0,0.0
2025-05-20,SKU00011,0.0,0.0
2025-05-27,SKU00011,0.0,0.0
2025-06-03,SKU00011,0.0,0.0
2025-06-10,SKU00011,0.0,0.0
2025-06-17,SKU00011,0.0,0.0
2025-06-24,SKU00011,0.0,0.0
2025-07-01,SKU00011,0.0,0.0
2025-07-08,SKU00011,0.0,0.0
2025-07-15,SKU00011,0.0,0.0
2025-07-22,SKU00011,0.0,0.0
2025-07-29,SKU00011,0.0,0.0
2025-08-05,SKU00011,0.0,0.0
2025-08-12,SKU00011,0.0,0.0
2025-08-19,SKU00011,0.0,0.0
2025-08-26,SKU00011,0.0,0.0
2025-09-02,SKU00011,0.0,0.0
2025-09-09,SKU00011,0.0,0.0
2025-09-16,SKU00011,0.0,0.0
2025-09-23,SKU00011,0.0,3.0
2025-09-30,SKU00011,0.0,0.0
2025-10-07,SKU00011,0.0,0.0
2025-10-14,SKU00011,0.0,0.0
2025-10-21,SKU00011,0.0,0.0
2025-10-28,SKU00011,0.0,1.0
2025-11-04,SKU00011,0.0,0.0
2025-11-11,SKU00011,0.0,0.0
2025-11-18,SKU00011,2.0,0.0
2025-11-25,SKU00011,0.0,0.0
2025-12-02,SKU00011,0.0,0.0
2025-12-09,SKU00011,0.0,0.0
2025-12-16,SKU00011,0.0,0.0
2025-12-23,SKU00011,0.0,0.0
2025-12-30,SKU00011,0.0,0.0
2025-01-07,SKU00012,0.0,0.0
2025-01-14,SKU00012,0.0,0.0
2025-01-21,SKU00012,0.0,0.0
2025-01-28,SKU00012,0.0,0.0
2025-02-04,SKU00012,0.0,0.0
2025-02-11,SKU00012,0.0,0.0
2025-02-18,SKU00012,0.0,0.0
2025-02-25,SKU00012,0.0,0.0
2025-03-04,SKU00012,0.0,0.0
2025-03-11,SKU00012,0.0,0.0
2025-03-18,SKU00012,0.0,0.0
2025-03-25,SKU00012,0.0,0.0
2025-04-01,SKU00012,0.0,0.0
2025-04-08,SKU00012,0.0,0.0
2025-04-15,SKU00012,0.0,0.0
2025-04-22,SKU00012,0.0,0.0
2025-04-29,SKU00012,0.0,0.0
2025-05-06,SKU00012,0.0,0.0
2025-05-13,SKU00012,0.0,0.0
2025-05-20,SKU00012,0.0,0.0
2025-05-27,SKU00012,0.0,0.0
2025-06-03,SKU00012,0.0,0.0
2025-06-10,SKU00012,0.0,0.0
2025-06-17,SKU00012,0.0,0.0
2025-06-24,SKU00012,0.0,0.0
2025-07-01,SKU00012,0.0,0.0
2025-07-08,SKU00012,0.0,0.0
2025-07-15,SKU00012,0.0,1.0
2025-07-22,SKU00012,0.0,0.0
2025-07-29,SKU00012,0.0,0.0
2025-08-05,SKU00012,0.0,0.0
2025-08-12,SKU00012,0.0,0.0
2025-08-19,SKU00012,0.0,0.0
2025-08-26,SKU00012,0.0,0.0
2025-09-02,SKU00012,0.0,0.0
2025-09-09,SKU00012,0.0,0.0
2025-09-16,SKU00012,0.0,0.0
2025-09-23,SKU00012,0.0,0.0
2025-09-30,SKU00012,0.0,0.0
2025-10-07,SKU00012,0.0,0.0
2025-10-14,SKU00012,0.0,0.0
2025-10-21,SKU00012,0.0,0.0
2025-10-28,SKU00012,0.0,0.0
2025-11-04,SKU00012,0.0,0.0
2025-11-11,SKU00012,0.0,0.0
2025-11-18,SKU00012,0.0,0.0
2025-11-25,SKU00012,0.0,0.0
2025-12-02,SKU00012,0.0,0.0
2025-12-09,SKU00012,0.0,0.0
2025-12-16,SKU00012,0.0,0.0
2025-12-23,SKU00012,0.0,0.0
2025-12-30,SKU00012,0.0,0.0
2025-01-07,SKU00013,0.0,0.0
2025-01-14,SKU00013,0.0,0.0
2025-01-21,SKU00013,0.0,0.0
2025-01-28,SKU00013,0.0,0.0
2025-02-04,SKU00013,0.0,0.0
2025-02-11,SKU00013,0.0,1.0
2025-02-18,SKU00013,0.0,0.0
2025-02-25,SKU00013,0.0,0.0
2025-03-04,SKU00013,0.0,0.0
2025-03-11,SKU00013,4.0,0.0
2025-03-18,SKU00013,0.0,0.0
2025-03-25,SKU00013,1.0,0.0
2025-04-01,SKU00013,0.0,0.0
2025-04-08,SKU00013,0.0,0.0
2025-04-15,SKU00013,0.0,0.0
2025-04-22,SKU00013,0.0,0.0
2025-04-29,SKU00013,0.0,0.0
2025-05-06,SKU00013,0.0,0.0
2025-05-13,SKU00013,0.0,0.0
2025-05-20,SKU00013,0.0,0.0
2025-05-27,SKU00013,0.0,0.0
2025-06-03,SKU00013,0.0,0.0
2025-06-10,SKU00013,0.0,5.0
2025-06-17,SKU00013,0.0,0.0
2025-06-24,SKU00013,0.0,0.0
2025-07-01,SKU00013,0.0,0.0
2025-07-08,SKU00013,0.0,0.0
2025-07-15,SKU00013,0.0,0.0
2025-07-22,SKU00013,0.0,0.0
2025-07-29,SKU00013,0.0,0.0
2025-08-05,SKU00013,0.0,0.0
2025-08-12,SKU00013,0.0,0.0
2025-08-19,SKU00013,0.0,0.0
2025-08-26,SKU00013,0.0,0.0
2025-09-02,SKU00013,0.0,0.0
2025-09-09,SKU00013,0.0,0.0
2025-09-16,SKU00013,0.0,1.0
2025-09-23,SKU00013,0.0,0.0
2025-09-30,SKU00013,0.0,0.0
2025-10-07,SKU00013,2.0,0.0
