sku_id,week,lag_1,lag_2,lag_4,lag_8,lag_52,rolling_mean_4,rolling_mean_8,week_of_year,month,quarter,season,forecast_demand
SKU00106,2026-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,Winter,0.10955900521221398
SKU00107,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00108,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00109,2026-01-06,0.0,0.0,0.0,0.0,2.0,0.0,0.875,2,1,1,Winter,0.5833333333333333
SKU00110,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00111,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06303887667238342
SKU00112,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00113,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.5,0.375,2,1,1,Winter,0.26638888888888884
SKU00114,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06303887667238342
SKU00115,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00116,2026-01-06,0.0,0.0,1.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06440101146856764
SKU00117,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00118,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00119,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00120,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00121,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00122,2026-01-06,0.0,0.0,0.0,1.0,0.0,0.0,0.125,2,1,1,Winter,0.10862050012710266
SKU00123,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00124,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2,1,1,Winter,0.10337305178353429
SKU00125,2026-01-06,0.0,2.0,3.0,1.0,0.0,2.0,1.125,2,1,1,Winter,0.13444444444444445
SKU00126,2026-01-06,0.0,2.0,0.0,0.0,0.0,0.75,0.75,2,1,1,Winter,0.08698412698412698
SKU00127,2026-01-06,0.0,0.0,1.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06440101146856764
SKU00128,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00129,2026-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,Winter,0.10955900521221398
SKU00130,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00131,2026-01-06,0.0,0.0,0.0,1.0,0.0,0.0,0.125,2,1,1,Winter,0.10862050012710266
SKU00132,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00133,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00134,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06303887667238342
SKU00135,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00136,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00137,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00138,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00139,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00140,2026-01-06,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,1,1,Winter,0.1435978835978836
SKU00141,2026-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,Winter,0.10955900521221398
SKU00142,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00143,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00144,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00145,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00146,2026-01-06,5.0,0.0,0.0,0.0,0.0,1.25,0.625,2,1,1,Winter,0.09833333333333334
SKU00147,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00148,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00149,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00150,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,1,Winter,0.145870520236445
SKU00151,2026-01-06,0.0,0.0,1.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06440101146856764
SKU00152,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00153,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,1,Winter,0.145870520236445
SKU00154,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00155,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00156,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00157,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00158,2026-01-06,0.0,2.0,0.0,0.0,1.0,0.5,0.25,2,1,1,Winter,0.01111111111111111
SKU00159,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00160,2026-01-06,0.0,0.0,0.0,0.0,0.0,1.0,0.625,2,1,1,Winter,0.2486111111111111
SKU00161,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00162,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00163,2026-01-06,0.0,0.0,3.0,0.0,0.0,0.75,0.375,2,1,1,Winter,0.21384976831621738
SKU00164,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,1,Winter,0.145870520236445
SKU00165,2026-01-06,0.0,0.0,1.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06440101146856764
SKU00166,2026-01-06,0.0,4.0,1.0,0.0,1.0,1.25,0.625,2,1,1,Winter,0.30277777777777776
SKU00167,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00168,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00169,2026-01-06,0.0,5.0,4.0,1.0,1.0,2.75,2.875,2,1,1,Winter,1.825
SKU00170,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00171,2026-01-06,0.0,1.0,0.0,1.0,0.0,0.5,0.375,2,1,1,Winter,0.2150793650793651
SKU00172,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00173,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00174,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00175,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2,1,1,Winter,0.10337305178353429
SKU00176,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00177,2026-01-06,4.0,1.0,0.0,0.0,0.0,1.25,1.25,2,1,1,Winter,1.0244444444444445
SKU00178,2026-01-06,0.0,0.0,4.0,0.0,0.0,1.0,0.5,2,1,1,Winter,0.17449161949161948
SKU00179,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00180,2026-01-06,0.0,0.0,1.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06440101146856764
SKU00181,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00182,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00183,2026-01-06,0.0,1.0,0.0,0.0,0.0,0.25,0.25,2,1,1,Winter,0.08652218152218151
SKU00184,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2,1,1,Winter,0.10337305178353429
SKU00185,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00186,2026-01-06,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,1,1,Winter,0.3235594960594961
SKU00187,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00188,2026-01-06,0.0,0.0,1.0,3.0,0.0,0.25,0.5,2,1,1,Winter,0.3638888888888889
SKU00189,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,1,Winter,0.145870520236445
SKU00190,2026-01-06,4.0,2.0,1.0,4.0,5.0,3.0,3.375,2,1,1,Winter,2.905
SKU00191,2026-01-06,0.0,3.0,0.0,0.0,0.0,0.75,0.375,2,1,1,Winter,0.1724129251892073
SKU00192,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00193,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00194,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00195,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00196,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00197,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00198,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00199,2026-01-06,0.0,0.0,0.0,1.0,0.0,0.0,0.125,2,1,1,Winter,0.10862050012710266
SKU00200,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2,1,1,Winter,0.17553916779185916
SKU00201,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00202,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00203,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00204,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00205,2026-01-06,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2,1,1,Winter,0.12999999999999998
SKU00206,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2,1,1,Winter,0.10337305178353429
SKU00207,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.06303887667238342
SKU00208,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00209,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00210,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00211,2026-01-06,0.0,0.0,0.0,0.0,0.0,1.0,0.75,2,1,1,Winter,0.49000000000000005
SKU00212,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00213,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2,1,1,Winter,0.145870520236445
SKU00214,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00215,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00216,2026-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.125,2,1,1,Winter,0.25595238095238093
SKU00217,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00218,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00219,2026-01-06,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,1,1,Winter,0.1435978835978836
SKU00220,2026-01-06,0.0,0.0,0.0,0.0,2.0,0.0,0.125,2,1,1,Winter,0.29333333333333333
SKU00221,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00222,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.5,0.25,2,1,1,Winter,0.11398278281732813
SKU00223,2026-01-06,1.0,0.0,0.0,0.0,0.0,0.25,0.125,2,1,1,Winter,0.05623244429180122
SKU00224,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00225,2026-01-06,0.0,3.0,0.0,0.0,0.0,0.75,0.375,2,1,1,Winter,0.1724129251892073
SKU00226,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00227,2026-01-06,0.0,0.0,3.0,0.0,0.0,1.0,0.5,2,1,1,Winter,0.15485060690943045
SKU00228,2026-01-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,Winter,0.10955900521221398
SKU00229,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00230,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
SKU00231,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,Winter,0.0848301128778907
